source_original,score,level,RNA_data
AGTR1,0.20522217818023084,3,-0.06272364407777786
AGTR2,0.7777629355591879,3,0.08387382328510284
AHSA1,-0.22650038155541652,2,-0.013703843578696251
AIM2_CASP1_PYCARD,0.3501626781069281,2,NA
AIMP1,-0.21150653573288417,2,-0.022709347307682037
AIRE,-2.6246665716864293,0,-0.0656765028834343
AKAP12,-1.1626140553434672,2,-0.15789902210235596
AKAP13,-0.261305403687308,3,-0.17062810063362122
AKAP5,-1.940563125924718,2,0.23435895144939423
AKAP8,0.28980629629796467,1,-0.04796680808067322
AKAP8L,-1.3671050675090597,3,0.01537491288036108
AKT1,-1.0427004297788418,1,-0.04189423844218254
AKT1S1,-1.254519095373177,3,0.002142903860658407
AKT1S1_DEPTOR_MLST8_MTOR_RPTOR,-0.6877469334651078,1,NA
AKT2,-0.06824276878918915,1,0.015014540404081345
AKT3,1.1164401901177858,1,0.22091184556484222
ALDH2,0.28980629629796467,1,0.06556528806686401
ALK,-2.9097191416355206,1,-0.0071498737670481205
AMBRA1,-0.3345674201723573,3,-0.016103502362966537
AMER1,-0.07439063426662161,1,0.11113066971302032
AMH,-0.3542282985805525,2,0.006552862003445625
AMHR2,-0.3542282985805525,2,-0.016152508556842804
AMOT,0.17321264886486595,1,0.22044244408607483
AMOTL2,-2.0533999914813355,2,0.21645385026931763
ANAPC1,0.7864276440726885,1,-7.705495809204876e-4
ANAPC1_ANAPC10_ANAPC11_ANAPC13_ANAPC2_ANAPC4_ANAPC5_ANAPC7_CDC16_CDC23_CDC26_CDC27,-0.3871784312183222,2,NA
ANAPC2,2.0793988332834688,2,-0.014399604871869087
ANGPT1,0.7237349874069572,3,-0.24528518319129944
ANGPT2,0.7237349874069572,3,-0.16032089293003082
ANGPT4,0.7237349874069572,3,0.08228612691164017
ANGPTL1,0.7237349874069572,3,0.19209153950214386
ANK2,-0.8614130974312835,3,0.17889228463172913
ANK3,0.6873391710135573,2,0.6466034650802612
ANKRD11,-2.084887405738716,1,-0.023771576583385468
ANKRD26,-1.1709483150102622,3,0.1053888276219368
ANKRD28,1.138251685698191,2,0.0422700010240078
ANKRD6,-1.044136392027673,2,0.16316892206668854
ANO9,-2.7879865304993445,1,-0.4075997769832611
ANP32A,1.6993915106695148,3,0.04357919842004776
AP2A2_AP2B1_AP2M1_AP2S1,-0.6004444784935536,2,NA
AP2M1,2.549733659496124,2,-0.02791711315512657
APAF1,1.6993915106695148,3,-0.022384656593203545
APAF1_CASP9_CYCS,1.148879019862849,2,NA
APBA1,1.0628484676911263,2,0.2953391373157501
APBB1,0.16630761084497542,2,0.3139495253562927
APC,0.7864276440726885,1,0.19718557596206665
APC_AXIN1_AXIN2_CSNK1A1_CTNNB1_GSK3A_GSK3B,-0.715376608360948,2,NA
APC_AXIN1_GSK3B,0.7864276440726885,1,NA
APC_CDC20,-1.3782548867498696,2,NA
APC_PUF60_SIAH1_SKP1_TBL1X,0.7864276440726885,1,NA
APC2,-0.7864276440726885,1,0.23826676607131958
APEX1,-2.276804529467892,0,0.012060769833624363
APH1A,0.4386411594583156,2,-0.06483472883701324
APH1A_NCSTN_PSEN1_PSENEN,-0.33557875229734474,1,NA
APH1B,0.4386411594583156,2,0.04815669357776642
APLF,-1.4859271707912867,2,-0.022484494373202324
APLNR,-1.8494847257682756,3,0.07997846603393555
APOE,-1.1858150365048652,3,-0.04637495428323746
APPL1,-1.0105993959676716,2,-0.014896562322974205
AQP5,-0.052276840564846966,2,0.10338327288627625
AR,-5.47599728191677,0,-0.026998775079846382
ARAF,-2.4824292619110446,2,-0.0966072604060173
ARAP1,1.7052626275791138,2,-0.12470097839832306
ARAP2,1.7052626275791138,2,0.15318180620670319
ARAP3,1.7052626275791138,2,-0.16348937153816223
AREG,-2.2687752069777627,2,-0.4941971004009247
ARF1,-0.41963281781345296,3,-0.0679035410284996
ARHGAP1,0.013439522035505145,2,-0.04699143394827843
ARHGAP10,0.261305403687308,3,-0.17512467503547668
ARHGAP11A,0.261305403687308,3,-0.006759666372090578
ARHGAP11B,0.16219050800738427,3,-0.03585099056363106
ARHGAP12,1.7052626275791138,2,0.09361137449741364
ARHGAP15,1.7052626275791138,2,-0.2156095802783966
ARHGAP19,0.261305403687308,3,0.005021092481911182
ARHGAP20,1.7052626275791138,2,0.043552547693252563
ARHGAP21,0.261305403687308,3,0.09965229779481888
ARHGAP22,1.7052626275791138,2,0.03950708359479904
ARHGAP23,1.7052626275791138,2,0.17218121886253357
ARHGAP24,1.7052626275791138,2,-0.11659575998783112
ARHGAP26,0.261305403687308,3,-0.07687918096780777
ARHGAP27,1.7052626275791138,2,-0.17541734874248505
ARHGAP28,0.261305403687308,3,0.025226738303899765
ARHGAP29,0.261305403687308,3,-0.3073212504386902
ARHGAP30,1.7052626275791138,2,-0.25735652446746826
ARHGAP31,1.7052626275791138,2,0.036067429929971695
ARHGAP32,-0.244115065750999,2,0.22586612403392792
ARHGAP33,1.7052626275791138,2,0.22262945771217346
ARHGAP35,1.7052626275791138,2,0.1707322597503662
ARHGAP39,1.7052626275791138,2,0.16953688859939575
ARHGAP4,1.7052626275791138,2,-0.27823224663734436
ARHGAP40,0.16219050800738427,3,-0.18280237913131714
ARHGAP44,1.7052626275791138,2,0.5587318539619446
ARHGAP5,0.261305403687308,3,0.10277222841978073
ARHGAP6,0.261305403687308,3,-0.09683730453252792
ARHGAP8,0.261305403687308,3,-0.021451829001307487
ARHGAP9,1.7052626275791138,2,-0.31720656156539917
ARHGDIA,1.7052626275791138,2,-0.09786136448383331
ARHGEF1,0.00955604801770691,3,-0.0966663658618927
ARHGEF10,-1.7052626275791138,2,-0.05017222836613655
ARHGEF11,-0.261305403687308,3,0.031106427311897278
ARHGEF12,0.00955604801770691,3,0.045499373227357864
ARHGEF15,-0.16219050800738427,3,-0.056511592119932175
ARHGEF17,-0.261305403687308,3,0.046039555221796036
ARHGEF18,-0.261305403687308,3,-0.011400705203413963
ARHGEF19,-1.7052626275791138,2,-0.052459947764873505
ARHGEF2,-1.7052626275791138,2,-0.0038377016317099333
ARHGEF25,-1.7052626275791138,2,0.07116594910621643
ARHGEF26,0.03207714850313574,3,0.005855913273990154
ARHGEF28,-0.261305403687308,3,0.08955410867929459
ARHGEF3,-0.261305403687308,3,-0.06985513120889664
ARHGEF4,-0.16219050800738427,3,0.0788349062204361
ARHGEF5,-0.261305403687308,3,-0.24392147362232208
ARHGEF6,-0.9526416212719712,2,0.07306559383869171
ARHGEF7,-1.7052626275791138,2,0.1964312046766281
ARHGEF9,0.03207714850313574,3,0.2508084177970886
ARID3A,-1.3353581542054989,0,-0.15072718262672424
ARID3A,-1.3353581542054989,0,-0.15072718262672424
ARID4A,-1.2747532042151652,0,0.09406782686710358
ARID4B_BRMS1_HDAC1_HDAC2_ING1_ING2_RBBP4_RBBP7_RBP1_SAP18_SAP30_SIN3A_SUDS3,2.0701976452629145,1,NA
ARID5B,-1.349410420268547,0,-0.1053302213549614
ARID5B,-1.349410420268547,0,-0.1053302213549614
ARMC10,2.084887405738716,1,-0.04576995596289635
ARNT,-3.319645596955991,1,-0.09170934557914734
ARNT_HIF1A,1.4313853258959843,1,NA
ARPC2,0.23680223168771397,2,-0.17188352346420288
ARRB1,-0.800407651265313,2,0.3517511487007141
ARRB2,1.9631452534078935,3,-0.13047023117542267
ARTN,-1.7052626275791132,2,0.004963350482285023
ARVCF,-0.5035297072242395,2,0.20584405958652496
ASB2,-0.7968528785526514,3,0.050046131014823914
ASB3,2.0970973324212308,3,0.08962424844503403
ASB4,-1.4016936118446237,1,0.3326813280582428
ASB9,-0.4348020358408759,3,-0.10516387969255447
ASCL1,1.2911540131698545,0,0.4932945966720581
ASCL1,1.2911540131698545,0,0.4932945966720581
ASF1A,-0.6332149449467198,1,0.14786522090435028
ASF1B,0.13102558766037958,2,-0.07260779291391373
ASH2L,0.6754954852191873,1,0.019026177003979683
ASH2L_DPY30_KMT2A_RBBP5_SETD1A_SETD1B_WDR5,0.0058336396906570175,3,NA
ASH2L_DPY30_KMT2C_RBBP5_SETD1A_SETD1B_WDR5,0.0058336396906570175,3,NA
ASH2L_DPY30_KMT2D_RBBP5_SETD1A_SETD1B_WDR5,-1.6766334685090942,1,NA
ASH2L_SETD1A_WDR5,0.0058336396906570175,3,NA
ASXL1,-1.3505283362324507,0,-0.010671119205653667
ASXL2,0.35726345944710797,1,0.0034692580811679363
ASXL3,0.1477662128234097,1,0.5409943461418152
ATAD2,-2.7885536509742317,1,0.03964711353182793
ATAD5,-0.2611511854561119,1,0.07831619679927826
ATE1,-0.6956195745563377,2,0.13000154495239258
ATF1,-3.4907037246465484,0,-0.12806572020053864
ATF2,-7.534094324503098,0,0.012710779905319214
ATF2_JUN,-2.261514941079042,3,NA
ATF3,-3.730848005182712,0,-0.2833488881587982
ATF3,-3.730848005182712,0,-0.2833488881587982
ATF3,-3.730848005182712,0,-0.2833488881587982
ATF4,0.617539179827769,2,-0.08473651111125946
ATF5,-2.665458979640699,0,-0.21937593817710876
ATF6,-3.7439692709245507,0,-0.04868461191654205
ATF6,-3.7439692709245507,0,-0.04868461191654205
ATF6,-3.7439692709245507,0,-0.04868461191654205
ATF7,-2.2562847671368496,0,-0.05544053390622139
ATF7,-2.2562847671368496,0,-0.05544053390622139
ATG101,-0.33456742017235946,3,-0.10398925840854645
ATG101_ATG13_RB1CC1_ULK1_ULK2,1.1768257403911684,3,NA
ATG13,-0.8374844554739159,2,0.002355769043788314
ATG13_RB1CC1_ULK1,0.45557577685573253,2,NA
ATG14,0.5953557138020888,3,-0.007135370746254921
ATG3,0.06619178219705502,3,-0.0983770340681076
ATG4B,0.06619178219705502,3,-0.002938459161669016
ATG9A,-0.0976873216712847,2,0.009443334303796291
ATM,-3.822128037131037,1,-0.02518102154135704
ATOH1,1.4730791425680874,0,0.06756904721260071
ATP6AP1,-0.28117959023626266,3,-0.06520398706197739
ATP6V1H,-1.5726504355672082,2,0.03738502040505409
ATR,-2.3739782379527594,1,-0.04363732412457466
ATRIP,-0.15290647493237314,1,0.007232773117721081
ATRX,0.26735796597135625,0,0.0610005259513855
ATXN2L,2.111428828661832,3,-0.06252768635749817
ATXN7,-0.7116847321075781,1,-0.062399785965681076
ATXN7_ATXN7L3_ENY2_KAT2A_KAT2B_SGF29_SUPT20H_SUPT3H_SUPT7L_TADA1_TADA2B_TADA3_TAF10_TAF12_TAF1A_TAF2_TAF5L_TAF6L_TAF8_TAF9_TRRAP_USP22,-0.0058336396906570175,3,NA
AURKA,1.1732994956876195,1,-0.07010984420776367
AURKB,0.01880971985384515,1,-0.06657055765390396
AUTS2,-0.9565317637160315,3,0.11870536208152771
AVPR1A,-0.4533286658074623,3,-0.24630960822105408
AVPR1B,-1.439106333375382,3,0.11261947453022003
AXIN1,-4.2671743053910385,1,-0.0351569801568985
AXIN2,0.3811229248815724,2,0.22375620901584625
AXL,-0.48033664545099997,3,-0.15125077962875366
AZI2,-2.4473317224169713,2,-0.043741267174482346
BABAM1,-0.15290647493237314,1,-0.004210543818771839
BACH1,-1.2936060988948246,0,-0.1601405292749405
BACH2,1.4951043623866491,0,0.2158912569284439
BAD,-2.084887405738716,1,0.03251885622739792
BAG1,-1.0811050315496598,3,0.009596276096999645
BAG2,1.578837816869747,2,-0.01821012608706951
BAG4,-0.42213083600464063,3,0.054652851074934006
BAG5,-1.174542924647411,2,0.002388973953202367
BAK1,0.8374844554739255,2,-0.09196864813566208
BAMBI,-0.9339924033222956,2,0.06149054691195488
BANP,-0.05781396419976604,2,-0.08493125438690186
BAP1,1.0498348586521997,2,0.02671959437429905
BARD1,-0.15290647493237314,1,0.021544013172388077
BARD1_BRCA1,0.13102558766037958,2,NA
BARD1_BRCA1_BRIP1_CHEBI:49883_TOPBP1,-0.9912210866305031,2,NA
BARD1_BRCA1_CHEBI:29035_CHEBI:29105_CHEBI:4705_MRE11_NBN_RAD50_RBBP8,-0.37845396651122104,2,NA
BAX,0.8374844554739255,2,-0.08791454136371613
BAZ1B,0.04828487662672114,3,0.003461852204054594
BAZ1B_CHEBI:18111_DDX21_DEK_ERCC6_MYBBP1A_MYO1C_O00159-3_SF3B1_SMARCA5,-2.0701976452629145,1,NA
BAZ2A_SMARCA5,-0.1946878087506124,1,NA
BAZ2B,0.0058336396906570175,3,0.12690581381320953
BBC3,1.2251660955772996,3,-0.09635743498802185
BCAP31,-0.21911379414381427,2,-0.0947120189666748
BCAR1,2.779024800526649,1,-0.011261619627475739
BCAR3,-0.9526416212719712,2,0.005049868952482939
BCL10,-1.9026234095566812,2,-0.14220035076141357
BCL10_CARD11_MALT1,0.23539876986332195,2,NA
BCL2,-0.8069572845043959,3,0.009774332866072655
BCL2L1,-1.5512336342945823,3,-0.10880173742771149
BCL2L11,1.2251660955772996,3,-0.03433429077267647
BCL2L2,-1.2251660955772996,3,0.0742422416806221
BCL3,-2.9029760679561543,0,-0.43789586424827576
BCL6,-1.472648045628807,0,-0.1477053314447403
BCL9,-0.7864276440726885,1,0.04453232139348984
BCOR,0.9461427821377212,0,0.07939603179693222
BCORL1,1.3935658452343398,1,-0.011628580279648304
BCR,1.3757164077257422,2,0.22014698386192322
BDKRB1,-1.2653488201666148,3,-0.33003538846969604
BDKRB2,-1.0032071014430868,3,-0.4698256850242615
BDNF,0.9108211621914342,3,0.07864627987146378
BECN1,-0.8374844554739136,2,-0.03827759623527527
BECN1_PIK3C3_PIK3R4_UVRAG,0.19522661313703354,3,NA
BFAR,-0.21911379414381427,2,-0.0956123024225235
BHLHE40,1.226615603393831,0,-0.3165785074234009
BHLHE41,-0.0530553390895437,1,-0.12100481986999512
BID,1.2251660955772996,3,0.027270598337054253
BIRC2,-0.6148126116762772,2,-0.04920259863138199
BIRC3,0.3864753137585469,2,-0.5274574160575867
BIRC5,-1.406650145281867,2,-0.024348050355911255
BIRC6,-0.8376554908861978,2,-0.0015520434826612473
BIRC6_RPS27A,0.44103954452046557,1,NA
BIRC6_UBA52,0.44103954452046557,1,NA
BIRC6_UBB,0.44103954452046557,1,NA
BIRC6_UBE2I,0.44103954452046557,1,NA
BLK,-0.3386813685061146,3,-0.1371660679578781
BLM,-2.084887405738716,1,0.0454995222389698
BLVRA,-4.653930116188026,1,-0.002197388093918562
BMAL1,-2.220791476607849,0,-0.06696303933858871
BMI1,-0.39258801365122226,2,0.10027329623699188
BMP1,0.33073343591740306,3,-0.17504994571208954
BMP10,-1.1555129941069506,2,-0.04195338860154152
BMP15,-0.47919594818726297,2,-0.018500709906220436
BMP2,-1.1555129941069506,2,-0.08950662612915039
BMP4,-0.5902482820591054,2,-0.12581731379032135
BMP5,-0.13198242769607194,2,-0.18438030779361725
BMP6,-1.0173291335510668,2,0.0383954681456089
BMP7,-1.1555129941069506,2,0.11149559170007706
BMP8A,-0.9605164109697237,2,0.0036097150295972824
BMP8B,-0.35422829858055255,2,0.058312784880399704
BMPR1A,-0.756616745677969,1,0.061180081218481064
BMPR1A_BMPR1B_BMPR2,-1.5348773689290023,1,NA
BMPR1B,-0.756616745677969,1,0.11126530170440674
BMPR2,-0.3657557423026443,2,0.07550764828920364
BMX,0.548092858468805,3,-0.046309322118759155
BNIP1,-0.15583088691004848,3,-0.026105394586920738
BNIP2,0.03207714850313574,3,-0.05028299242258072
BNIP3,0.11139402358596401,3,-0.00669130589812994
BORA,0.892980978789061,2,-0.00451748026534915
BRAF,0.47766091612331285,2,0.08799585700035095
BRAP,1.378254886749893,2,0.02748074196279049
BRCA1,-1.964524228590416,0,0.0027213566936552525
BRD2,-0.6870398870255441,1,-0.024178002029657364
BRD3,-0.6332149449467198,1,0.11495926231145859
BRD4,-2.261444782371771,0,-0.06764047592878342
BRDT,1.356478891033965,3,-0.03280450403690338
BRIP1,-0.15290647493237314,1,0.0017229921650141478
BRMS1,0.6332149449467198,1,-0.07863777130842209
BRSK1,0.34956938019639067,3,0.3578830063343048
BRSK2,0.2255464957773275,2,0.7030166983604431
BTAF1,-0.692011241941182,1,-0.005318259820342064
BTC,-2.763743671457041,2,-0.027979757636785507
BTF3,-1.2064121711187676,3,-0.08779483288526535
BTG1,0.28763550925944603,1,-0.18267184495925903
BTG2,-0.2472400122624477,0,-0.05245988443493843
BTG3,-0.9415783446250685,2,-0.12233134359121323
BTK,-1.9711695659888597,1,-0.19364102184772491
BTRC,1.3200105517046001,1,0.2044222205877304
BTRC_CUL1_SKP1,-2.6005433185464057,1,NA
BUB1,0.3256307481417363,2,-0.03050065040588379
BUB1B_BUB3_CDC20_MAD2L1,0.012081178238455918,3,NA
C1D,1.1111955150774837,1,-0.07491803914308548
C1QBP,0.7576620080381365,3,-0.060285940766334534
C3,0.3307334359174013,3,-0.22119373083114624
C9orf72,0.5915469771983732,3,-0.0023074543569236994
CABIN1,0.6757897749543551,2,0.010749106295406818
CABP1,-0.08399135917289624,2,0.725521445274353
CALM1,-1.294136163454609,2,0.23264135420322418
CALM2,-1.294136163454609,2,0.061288557946681976
CALM3,-1.294136163454609,2,0.23707370460033417
CAMK1,-0.8180302794836305,1,-0.10199527442455292
CAMK2A,-0.34975508835608016,1,0.9343259334564209
CAMK2A_CAMK2B_CAMK2D_CAMK2G,0.7504958264075362,1,NA
CAMK2B,0.668500310997971,1,0.43962064385414124
CAMK2D,-0.22671105854288143,1,-0.14723190665245056
CAMK2G,-2.8885993556841236,1,0.3188714385032654
CAMK4,-0.19665721950093903,1,0.4328954517841339
CAMKK1,-0.028875023747403694,2,0.4267709255218506
CAMKK2,-0.1842300160306905,2,0.12223601341247559
CAMP,-2.9362388825932357,2,-0.33844566345214844
CAND1,-0.6873391710135572,2,0.04349326714873314
CAPN1,-0.25232925346305557,2,-0.06539040058851242
CAPN1_CAPNS1,-1.3202775093206134,2,NA
CAPN2,-0.42241390630443837,2,-0.09562565386295319
CAPN3,-0.42241390630443837,2,0.22780074179172516
CAPNS1,-0.037313126485059245,3,-0.0980147197842598
CAPRIN1,-0.8619539470180569,3,-0.02031714841723442
CAPRIN2,-1.7141260116816894,3,-0.09113377332687378
CARD14,-1.5216661521329764,2,0.03297726437449455
CARD16,-0.3501626781069281,2,-0.3197574317455292
CARD17P,-0.3501626781069281,2,NA
CARD18,-0.3501626781069281,2,-0.029244111850857735
CARD8,-1.6993915106695148,3,-0.06847064942121506
CARD9,-4.158542636947838,2,-0.24438507854938507
CARM1,0.3613128778964067,1,0.0041885655373334885
CARM1_MAPK12,0.05872508764594642,3,NA
CASK,1.4926393204020303,1,0.1198263168334961
CASP1,0.15161797570679356,1,-0.2749178111553192
CASP1_CASP5_NLRP1_PYCARD,0.3501626781069281,2,NA
CASP1_MEFV_PYCARD,0.3501626781069281,2,NA
CASP1_NAIP_NLRC4_PYCARD,0.3501626781069281,2,NA
CASP1_NLRP1_PYCARD,0.3501626781069281,2,NA
CASP1_NLRP3_PYCARD,0.3501626781069281,2,NA
CASP10,1.406650145281867,2,-0.13794763386249542
CASP12,0.3442096833128742,2,0.07626660168170929
CASP2,0.21911379414381427,2,-0.04902184382081032
CASP3,1.654277948312408,1,-0.046407196670770645
CASP4,0.3501626781069281,2,-0.36873286962509155
CASP6,1.971190197118697,1,-0.06325945258140564
CASP7,1.0692436803658185,1,-0.2479315847158432
CASP8,-0.09521615413400387,1,-0.21271143853664398
CASP8AP2,-3.8594533147858243,1,0.0725652277469635
CASP9,1.9983127475787843,2,0.056838780641555786
CAST,-0.0056986688461605015,3,-0.2221127599477768
CAV1,-1.4822639308167984,1,-0.537362813949585
CBFA2T3_ZNF652,-1.040308394159491,1,NA
CBFB,-1.4333240284615214,1,-0.08201858401298523
CBFB_RUNX1,-3.717801850139729,1,NA
CBL,0.45631865781265113,2,0.009755916893482208
CBLB,2.7628074243548952,2,-0.13289344310760498
CBLC,0.7515145181055018,3,-0.3583005368709564
CBX1,-0.0058336396906570175,3,0.11543123424053192
CBX3,-0.0058336396906570175,3,-0.016595883294939995
CBX4,-0.2542208988592263,1,0.03482603281736374
CBX5,-0.0058336396906570175,3,0.08991315215826035
CBY1,-0.7864276440726885,1,0.05270218849182129
CC2D1A,0.7959554309778729,2,0.02954898029565811
CCAR2,-0.6877013053741755,1,0.03307994455099106
CCDC88C,2.0793988332834688,2,-8.699058089405298e-4
CCKAR,-1.8628360601676752,3,-0.10290496796369553
CCKBR,-1.8628360601676752,3,0.8479181528091431
CCL11,-1.3780409197058952,3,-0.14956434071063995
CCL13,-1.3780409197058952,3,-0.37638768553733826
CCL14,-1.3780409197058952,3,-0.16404949128627777
CCL16,-1.3780409197058952,3,-0.09226709604263306
CCL2,-1.1354476246208083,3,-0.5540757179260254
CCL26,-1.3780409197058952,3,-0.43141621351242065
CCL3,-1.3780409197058952,3,-0.11937090754508972
CCL3L3,-1.3780409197058952,3,NA
CCL4,-1.3780409197058952,3,-0.08921539783477783
CCL4L1,-1.3780409197058952,3,NA
CCL5,-1.3780409197058952,3,-0.14514219760894775
CCL7,1.3780409197058952,3,-0.5785214304924011
CCL8,-1.3780409197058952,3,-0.35898488759994507
CCN1,1.1563579595024964,3,-0.3693808615207672
CCN2,-0.9771363123873184,3,-0.2660089433193207
CCN3,-0.33557875229734474,1,-0.10166522115468979
CCNA1,0.3550022771760678,1,0.12257478386163712
CCNA2_CDK1,0.6770234117761671,3,NA
CCNA2_CDK2,-3.2577997794261546,1,NA
CCNB1_CDK1,-2.1242828977861747,1,NA
CCNC,0.33557875229734474,1,0.017339635640382767
CCND1,0.1733054449552735,2,-0.026915453374385834
CCND1_CDK4,-0.6064650733874632,1,NA
CCND2,-0.20870942211400442,1,0.29652929306030273
CCND3,0.1733054449552735,2,-0.11840573698282242
CCNE2_CDK2,0.24337631031276016,1,NA
CCNH,-1.0029856122552432,2,0.027764087542891502
CCNH_CDK7_ERCC2_ERCC3_GTF2H1_GTF2H2_GTF2H2C_2_GTF2H3_GTF2H4_GTF2H5_MNAT1,0.08525801909695455,1,NA
CCNH_CDK7_MNAT1,-2.0226556401677014,1,NA
CCNT1_CCNT2_CDK9,0.20870942211400442,1,NA
CCP110,-0.6617398056703413,3,0.13489726185798645
CCR5,-2.2922804101024385,2,-0.3498426377773285
CD14,-2.2388687868342503,3,-0.44279754161834717
CD19,-1.7185230661612703,3,-0.07754028588533401
CD22,-0.4317500095295325,3,0.24259822070598602
CD247,-0.9369916951333163,3,-0.14050227403640747
CD247_CD3D_CD3E_CD3G,-0.2944439572583961,3,NA
CD28,-1.8443778948803309,3,-0.28503942489624023
CD2AP,0.23680223168771397,2,-0.19866548478603363
CD300LB,0.47509822843246535,3,-0.3873012065887451
CD3E,0.5204336495358977,3,-0.3335663080215454
CD4,-1.3615714697903951,2,-0.2924315929412842
CD40,-1.098087946173401,3,-0.3036429286003113
CD40LG,0.45946182746444086,3,0.008470345288515091
CD74,-1.3780409197058952,3,-0.2746025025844574
CD79A_CD79B_P0DOX3_P0DOX7,-0.8432281470749519,2,NA
CD79A_CD79B_P0DOX3_P0DOX8,-0.8432281470749519,2,NA
